user_000912	2008-10-09T08:42:32Z	a406a684-7c88-442b-836d-3b9b67bbc91d	William Shatner	098695c3-9885-44df-ae17-d1f9bd32814b	Common People
user_000347	2009-02-15T11:45:30Z	618b6900-0618-4f1e-b835-bccb17f84294	Eric Clapton	1c7bf164-a12f-4983-8204-d022194a6eef	Another Ticket
user_000050	2006-09-11T13:22:14Z	f73b674b-8051-423d-9f1e-b173913d166a	¡All-Time Quarterback!	37fad303-1b78-4d53-8b8d-7111966e920b	Dinner At Eight In The Suburbs
user_000622	2006-11-23T23:36:56Z	78f797e3-4913-4026-aad0-1cd858bd735b	Bright Eyes		Sc Movies - Bright Eyes Nyc Halloween Elliott Smith Cover
user_000544	2009-03-09T07:48:18Z	3c0a0074-4f26-4d3b-b723-a66bf6cc3753	Hanson	c5327cd9-3f46-4439-bb9d-290a6ee8e494	Mmmbop
user_000427	2007-02-24T12:26:50Z	8fe05422-d2fd-41e6-91fb-6c46dea2c51e	Nasio		Behold
user_000053	2005-12-11T11:30:12Z	ade9b668-e38f-41a8-a6e5-51442c5d6468	Goodie Mob	ff517262-8173-447a-a7d4-07a0d98c3fea	Greeny Green
user_000134	2007-04-09T18:06:59Z	8538e728-ca0b-4321-b7e5-cff6565dd4c0	Depeche Mode	86f6199b-db5d-4028-afa3-21630f4a3d64	Love In Itself
user_000906	2006-06-06T16:46:24Z	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	1133b71f-171a-4872-bbee-c0054bfa8332	Apply Some Pressure
user_000713	2005-05-15T12:37:50Z	2c3bac0a-5158-442f-b50b-056aae52138c	Kaizers Orchestra	cd355876-8c94-4865-a170-0b2d1fcfb0f7	Naade
user_000728	2006-04-16T19:15:03Z		Ai No Kusabi		Jean Farina
user_000611	2008-06-14T16:44:51Z	658ace70-7f4e-4464-bcb0-9a784c94a4a6	Magnum	5c763a4a-c2b5-4f7a-877e-2e4b1e7564bf	The Bringer
user_000372	2007-06-05T15:34:14Z	b2274e6d-10e8-4068-9dd2-eb55d4a144b5	Pretty Girls Make Graves	ef55155f-118e-4a70-a378-176374a359db	The Magic Hour
user_000961	2006-03-12T21:36:13Z	070d193a-845c-479f-980e-bef15710653e	Prince	7bb71ce2-bef6-4e48-8b80-704251a3a510	I Feel For You
user_000431	2008-03-18T07:46:44Z	af8e4cc5-ef54-458d-a194-7b210acf638f	Cannibal Corpse	40dbcd3f-6597-4a07-ad8f-4b9c8974ea7e	Put Them To Death
user_000269	2007-08-23T23:05:34Z	b7b7de06-953f-4fc7-a9d8-32950f7094f7	Humane	a04d5075-bf92-4dca-97de-83deb93a80de	Rescue Me
user_000190	2006-09-03T12:05:13Z	8a0e10a9-80c7-40e0-bf5b-89f1d57f9537	Iced Earth	0ee2047f-d18d-4247-9e0e-686bc106d01c	Burning Times
